cod_curso,nombre_curso,seccion,tipo_clase,aula,docente,dia,empieza_en,termina_en
CC312,ADMINISTRACION DE REDES,A,Teoria,zoom157,"CCOICCA PACASI,  YURI JAVIER",Martes,15:00:00,18:00:00
CC321,"TEORIA DE AUTOMATAS, LENGUAJES Y COMPUTACION",A,Practica,zoom154,"MELCHOR ESPINOZA,  VICTOR",Viernes,15:00:00,18:00:00
CC321,"TEORIA DE AUTOMATAS, LENGUAJES Y COMPUTACION",A,Teoria,zoom158,"MELCHOR ESPINOZA,  VICTOR",Martes,19:00:00,22:00:00
CC332,PROGRAMACION PARALELA,A,Teoria,zoom155,"FIESTAS IQUIRA,  JOSE ANTONIO",Martes,8:00:00,10:00:00
CC332,PROGRAMACION PARALELA,A,Laboratorio,zoom92,"FIESTAS IQUIRA,  JOSE ANTONIO",Viernes,8:00:00,11:00:00
CC332,PROGRAMACION PARALELA,A,Laboratorio,zoom155,"FIESTAS IQUIRA,  JOSE ANTONIO",Martes,10:00:00,11:00:00
CC341,INGENIERIA DE SOFTWARE,A,Teoria,zoom154,"ARRUNÁTEGUI ANGULO,  GIPSY MIGUEL",Lunes,15:00:00,18:00:00
CC341,INGENIERIA DE SOFTWARE,A,Laboratorio,zoom161,"ARRUNÁTEGUI ANGULO,  GIPSY MIGUEL",Jueves,18:00:00,21:00:00
CC371,ANALISIS Y DISEÑO DE ALGORITMOS,A,Teoria,zoom164,"OSORIO UBALDO,  JAIME",Lunes,18:00:00,21:00:00
CC371,ANALISIS Y DISEÑO DE ALGORITMOS,A,Laboratorio,zoom155,"OSORIO UBALDO,  JAIME",Jueves,11:00:00,14:00:00
CC4H1,METODOLOGIA DE LA INVESTIGACION,A,Teoria,zoom157,"SEGOVIA JUAREZ,  JOSE LUIS",Martes,18:00:00,19:00:00
CC4H1,METODOLOGIA DE LA INVESTIGACION,A,Practica,zoom157,"SEGOVIA JUAREZ,  JOSE LUIS",Martes,19:00:00,21:00:00
CC4P1,PROGRAMACION CONCURRENTE Y DISTRIBUIDA,A,Laboratorio,zoom154,"NUÑEZ MEDRANO,  YURI",Martes,7:00:00,10:00:00
CC4P1,PROGRAMACION CONCURRENTE Y DISTRIBUIDA,A,Teoria,zoom154,"NUÑEZ MEDRANO,  YURI",Lunes,7:00:00,9:00:00
CC4P1,PROGRAMACION CONCURRENTE Y DISTRIBUIDA,A,Laboratorio,zoom154,"NUÑEZ MEDRANO,  YURI",Lunes,9:00:00,10:00:00
CC411,SEGURIDAD EN SISTEMAS INFORMATICOS,A,Teoria,zoom93,"VALER QUISPE,  SIDNEY",Viernes,15:00:00,18:00:00
CC411,SEGURIDAD EN SISTEMAS INFORMATICOS,A,Laboratorio,zoom93,"VALER QUISPE,  SIDNEY",Sabado,15:00:00,18:00:00
CC412,PROYECTO DE TESIS I,A,Teoria,zoom163,"FLORES LUYO,  LUIS ERNESTO",Sabado,20:00:00,22:00:00
CC421,INTELIGENCIA ARTIFICIAL,A,Teoria,zoom156,"LARA AVILA,  CESAR",Miercoles,18:00:00,21:00:00
CC421,INTELIGENCIA ARTIFICIAL,A,Laboratorio,zoom155,"LARA AVILA,  CESAR",Lunes,15:00:00,18:00:00
CC422,INFRAESTRUCTURAS DE COMPUTACION,A,Laboratorio,zoom93,"LOZANO APARICIO,  JOSE MARTIN",Viernes,19:00:00,22:00:00
CC422,INFRAESTRUCTURAS DE COMPUTACION,A,Teoria,zoom165,"LOZANO APARICIO,  JOSE MARTIN",Lunes,19:00:00,22:00:00
CC432,ROBOTICA,A,Teoria,zoom155,"LOZANO APARICIO,  JOSE MARTIN",Martes,19:00:00,22:00:00
CC432,ROBOTICA,A,Laboratorio,zoom160,"LOZANO APARICIO,  JOSE MARTIN",Miercoles,19:00:00,22:00:00
CC442,MINERIA DE DATOS,A,Laboratorio,zoom92,"NAVARRO HUAMANI,  LUIS ALBERTO",Miercoles,10:00:00,13:00:00
CC442,MINERIA DE DATOS,A,Teoria,zoom161,"NAVARRO HUAMANI,  LUIS ALBERTO",Martes,10:00:00,13:00:00
CC451,INTERACCION HUMANOCOMPUTADOR,A,Laboratorio,zoom165,"NUÑEZ ITURRI,  CIRO JAVIER",Miercoles,14:00:00,17:00:00
CC451,INTERACCION HUMANOCOMPUTADOR,A,Laboratorio,zoom91,"NUÑEZ ITURRI,  CIRO JAVIER",Martes,16:00:00,17:00:00
CC451,INTERACCION HUMANOCOMPUTADOR,A,Teoria,zoom91,"NUÑEZ ITURRI,  CIRO JAVIER",Martes,14:00:00,16:00:00
CC511,PROYECTO DE TESIS II,A,Teoria,zoom163,"FLORES LUYO,  LUIS ERNESTO",Sabado,20:00:00,22:00:00
CC512,PROYECTO DE TESIS III,A,Teoria,zoom164,"FLORES LUYO,  LUIS ERNESTO",Sabado,20:00:00,22:00:00
CC521,PROGRAMACION EVOLUTIVA,A,Teoria,zoom158,"ALANIA VICENTE,  MARCOS ANTONIO",Jueves,19:00:00,21:00:00
CC521,PROGRAMACION EVOLUTIVA,A,Laboratorio,zoom158,"ALANIA VICENTE,  MARCOS ANTONIO",Jueves,21:00:00,22:00:00
CC521,PROGRAMACION EVOLUTIVA,A,Laboratorio,zoom158,"ALANIA VICENTE,  MARCOS ANTONIO",Sabado,8:00:00,11:00:00
CC531,ANALISIS EN MACRODATOS,A,Laboratorio,zoom154,"NUÑEZ MEDRANO,  YURI",Martes,17:00:00,18:00:00
CC531,ANALISIS EN MACRODATOS,A,Teoria,zoom154,"NUÑEZ MEDRANO,  YURI",Martes,15:00:00,17:00:00
CC531,ANALISIS EN MACRODATOS,A,Laboratorio,zoom152,"NUÑEZ MEDRANO,  YURI",Miercoles,15:00:00,18:00:00
CF001,TOPICOS ESPECIALES I,A,Teoria,zoom24,"SOTO BARRIENTOS,  DANIEL EDUARDO",Lunes,10:00:00,12:00:00
CF001,TOPICOS ESPECIALES I,A,Teoria,zoom69,"SOTO BARRIENTOS,  DANIEL EDUARDO",Miercoles,14:00:00,16:00:00
CF002,TOPICOS ESPECIALES II,A,Practica,zoom24,"PAUCARCHUCO MUZURRIETA,  CARLOS RAUL",Miercoles,16:00:00,19:00:00
CF002,TOPICOS ESPECIALES II,A,Teoria,zoom165,"DIAZ ROSADO,  JOSE CARLOS",Jueves,10:00:00,12:00:00
CF046,INTRODUCCION A LA ASTRONOMIA,A,Teoria,zoom163,"ZEVALLOS HERENCIA,  MARIA ISELA",Viernes,17:00:00,19:00:00
CF046,INTRODUCCION A LA ASTRONOMIA,A,Practica,zoom92,"ZEVALLOS HERENCIA,  MARIA ISELA",Lunes,14:00:00,18:00:00
CF046,INTRODUCCION A LA ASTRONOMIA,A,Teoria,zoom156,"ZEVALLOS HERENCIA,  MARIA ISELA",Miercoles,10:00:00,12:00:00
CF049,ELECTROMAGNETISMO II,A,Practica,zoom154,"SOTO BARRIENTOS,  DANIEL EDUARDO",Sabado,14:00:00,16:00:00
CF049,ELECTROMAGNETISMO II,A,Teoria,zoom158,"SOTO BARRIENTOS,  DANIEL EDUARDO",Jueves,14:00:00,16:00:00
CF049,ELECTROMAGNETISMO II,A,Teoria,zoom92,"SOTO BARRIENTOS,  DANIEL EDUARDO",Martes,12:00:00,14:00:00
CF049,ELECTROMAGNETISMO II,A,Teoria,zoom159,"SOTO BARRIENTOS,  DANIEL EDUARDO",Lunes,14:00:00,16:00:00
CF060,METODOS NUMERICOS,A,Teoria,zoom159,"PAREDES CABREL,  ALEJANDRO DANIEL",Miercoles,16:00:00,18:00:00
CF060,METODOS NUMERICOS,A,Practica,zoom163,"PAREDES CABREL,  ALEJANDRO DANIEL",Lunes,18:00:00,20:00:00
CF060,METODOS NUMERICOS,A,Teoria,zoom163,"PAREDES CABREL,  ALEJANDRO DANIEL",Lunes,16:00:00,18:00:00
CF076,INTRODUCCION A LA ELECTRODINAMICA CUANTICA,A,Teoria,zoom23,"PEREYRA RAVINEZ,  ORLANDO LUIS",Lunes,10:00:00,12:00:00
CF076,INTRODUCCION A LA ELECTRODINAMICA CUANTICA,A,Teoria,zoom164,"PEREYRA RAVINEZ,  ORLANDO LUIS",Martes,14:00:00,16:00:00
CF076,INTRODUCCION A LA ELECTRODINAMICA CUANTICA,A,Practica,zoom164,"CASTILLO RUIZ,  OSCAR EDUARDO",Jueves,8:00:00,12:00:00
CF1B2,FISICA II,A,Practica,zoom152,"SALAZAR RODRIGUEZ,  ROBERTO",Viernes,8:00:00,10:00:00
CF1B2,FISICA II,A,Teoria,zoom162,"CUSTODIO FERNANDEZ,  SANTIAGO ROSSEVELT",Lunes,10:00:00,12:00:00
CF1B2,FISICA II,A,Teoria,zoom161,"CUSTODIO FERNANDEZ,  SANTIAGO ROSSEVELT",Miercoles,10:00:00,12:00:00
CF1B2,FISICA II,A,Laboratorio,zoom153,"SALAZAR RODRIGUEZ,  ROBERTO",Viernes,14:00:00,17:00:00
CF1B2,FISICA II,B,Teoria,zoom152,"ZEVALLOS HERENCIA,  MARIA ISELA",Jueves,8:00:00,10:00:00
CF1B2,FISICA II,B,Practica,zoom153,"ONCEBAY SEGURA,  CHARLIE OSCAR",Viernes,8:00:00,10:00:00
CF1B2,FISICA II,B,Laboratorio,zoom162,"ONCEBAY SEGURA,  CHARLIE OSCAR",Martes,13:00:00,16:00:00
CF1B2,FISICA II,B,Teoria,zoom162,"ZEVALLOS HERENCIA,  MARIA ISELA",Martes,8:00:00,10:00:00
CF1C2,ALGEBRA LINEAL PARA FISICOS I,A,Teoria,zoom161,"VIDALON VIDALON,  EDGARD",Jueves,10:00:00,12:00:00
CF1C2,ALGEBRA LINEAL PARA FISICOS I,A,Practica,zoom330,"CUYUBAMBA ESPINOZA,  MARCO ANTONIO",Miercoles,8:00:00,10:00:00
CF1C2,ALGEBRA LINEAL PARA FISICOS I,A,Teoria,zoom162,"VIDALON VIDALON,  EDGARD",Martes,10:00:00,12:00:00
CF2B1,FISICA III,A,Practica,zoom153,"CORTEZ REYES,  GREGORIO CUSTODIO",Viernes,10:00:00,12:00:00
CF2B1,FISICA III,A,Laboratorio,zoom383,"CORTEZ REYES,  GREGORIO CUSTODIO",Viernes,16:00:00,19:00:00
CF2B1,FISICA III,A,Teoria,zoom157,"CUSTODIO FERNANDEZ,  SANTIAGO ROSSEVELT",Lunes,8:00:00,10:00:00
CF2B1,FISICA III,A,Teoria,zoom164,"CUSTODIO FERNANDEZ,  SANTIAGO ROSSEVELT",Miercoles,8:00:00,10:00:00
CF2B1,FISICA III,B,Laboratorio,zoom153,"CORTEZ REYES,  GREGORIO CUSTODIO",Jueves,16:00:00,19:00:00
CF2B1,FISICA III,B,Teoria,zoom159,"SALAZAR RODRIGUEZ,  ROBERTO",Miercoles,10:00:00,12:00:00
CF2B1,FISICA III,B,Teoria,zoom163,"SALAZAR RODRIGUEZ,  ROBERTO",Lunes,10:00:00,12:00:00
CF2B1,FISICA III,B,Practica,zoom152,"CORTEZ REYES,  GREGORIO CUSTODIO",Viernes,10:00:00,12:00:00
CF2B2,OPTICA CLASICA,A,Teoria,zoom91,"AMORETTI VIDAL,  JESUS ESTEBAN",Lunes,14:00:00,16:00:00
CF2B2,OPTICA CLASICA,A,Laboratorio,zoom22,"CUYUBAMBA ESPINOZA,  MARCO ANTONIO",Martes,10:00:00,13:00:00
CF2B2,OPTICA CLASICA,A,Practica,zoom163,"CUYUBAMBA ESPINOZA,  MARCO ANTONIO",Viernes,10:00:00,12:00:00
CF2B2,OPTICA CLASICA,A,Teoria,zoom90,"AMORETTI VIDAL,  JESUS ESTEBAN",Miercoles,14:00:00,16:00:00
CF2B2,OPTICA CLASICA,B,Teoria,zoom92,"ZEVALLOS HERENCIA,  MARIA ISELA",Viernes,14:00:00,16:00:00
CF2B2,OPTICA CLASICA,B,Laboratorio,zoom383,"CUSTODIO FERNANDEZ,  SANTIAGO ROSSEVELT",Lunes,13:00:00,16:00:00
CF2B2,OPTICA CLASICA,B,Practica,zoom161,"CUSTODIO FERNANDEZ,  SANTIAGO ROSSEVELT",Viernes,10:00:00,12:00:00
CF2B2,OPTICA CLASICA,B,Teoria,zoom92,"ZEVALLOS HERENCIA,  MARIA ISELA",Miercoles,14:00:00,16:00:00
CF2C1,ALGEBRA LINEAL PARA FISICOS II,A,Teoria,zoom383,"SOTO BARRIENTOS,  DANIEL EDUARDO",Viernes,14:00:00,16:00:00
CF2C1,ALGEBRA LINEAL PARA FISICOS II,A,Practica,zoom158,"PAREDES CARLOS,  ANGEL JUVENCIO",Lunes,13:00:00,16:00:00
CF2C1,ALGEBRA LINEAL PARA FISICOS II,A,Teoria,zoom164,"SOTO BARRIENTOS,  DANIEL EDUARDO",Martes,16:00:00,18:00:00
CF2C2,METODOS MATEMATICOS PARA FISICOS I,A,Teoria,zoom23,"TOVAR LANDEO,  RENATO",Lunes,8:00:00,10:00:00
CF2C2,METODOS MATEMATICOS PARA FISICOS I,A,Practica,zoom165,"ALTAMIRANO MACETAS,  ALEJANDRA",Martes,14:00:00,17:00:00
CF2C2,METODOS MATEMATICOS PARA FISICOS I,A,Teoria,zoom93,"TOVAR LANDEO,  RENATO",Miercoles,8:00:00,10:00:00
CF2C2,METODOS MATEMATICOS PARA FISICOS I,A,Teoria,zoom91,"TOVAR LANDEO,  RENATO",Viernes,8:00:00,10:00:00
CF3C1,METODOS MATEMATICOS PARA FISICOS II,A,Practica,zoom165,"ALTAMIRANO MACETAS,  ALEJANDRA",Jueves,14:00:00,17:00:00
CF3C1,METODOS MATEMATICOS PARA FISICOS II,A,Teoria,zoom164,"VIDALON VIDALON,  EDGARD",Lunes,10:00:00,12:00:00
CF3C1,METODOS MATEMATICOS PARA FISICOS II,A,Teoria,zoom163,"VIDALON VIDALON,  EDGARD",Miercoles,10:00:00,12:00:00
CF3C1,METODOS MATEMATICOS PARA FISICOS II,A,Teoria,zoom164,"VIDALON VIDALON,  EDGARD",Viernes,10:00:00,12:00:00
CF3E1,CIRCUITOS ELECTRONICOS ANALOGICOS,A,Laboratorio,zoom153,"RONDINEL PINEDA,  CIRCE MARINA",Jueves,8:00:00,12:00:00
CF3E1,CIRCUITOS ELECTRONICOS ANALOGICOS,A,Laboratorio,zoom329,"ORCCOHUARANCCA NINA,  AMERICO",Martes,8:00:00,12:00:00
CF3E1,CIRCUITOS ELECTRONICOS ANALOGICOS,B,Laboratorio,zoom329,"ORCCOHUARANCCA NINA,  AMERICO",Martes,14:00:00,18:00:00
CF3E1,CIRCUITOS ELECTRONICOS ANALOGICOS,B,Laboratorio,zoom165,"ONCEBAY SEGURA,  CHARLIE OSCAR",Viernes,14:00:00,18:00:00
CF3F1,MECANICA CLASICA,A,Teoria,zoom164,"TELLO GALVEZ,  JULIO CESAR",Lunes,8:00:00,10:00:00
CF3F1,MECANICA CLASICA,A,Practica,zoom152,"CUYUBAMBA ESPINOZA,  MARCO ANTONIO",Sabado,8:00:00,11:00:00
CF3F1,MECANICA CLASICA,A,Teoria,zoom164,"TELLO GALVEZ,  JULIO CESAR",Viernes,8:00:00,10:00:00
CF3F1,MECANICA CLASICA,A,Teoria,zoom163,"TELLO GALVEZ,  JULIO CESAR",Miercoles,8:00:00,10:00:00
CF3F2,MECANICA CUANTICA I,A,Teoria,zoom152,"PEREYRA RAVINEZ,  ORLANDO LUIS",Jueves,10:00:00,12:00:00
CF3F2,MECANICA CUANTICA I,A,Teoria,zoom165,"PEREYRA RAVINEZ,  ORLANDO LUIS",Martes,10:00:00,12:00:00
CF3F2,MECANICA CUANTICA I,A,Practica,zoom164,"DIAZ CHAVEZ,  HENRY",Miercoles,16:00:00,20:00:00
CF3F3,FISICA MODERNA,A,Practica,zoom160,"INGA CAQUI,  MARVYN WILLIAM",Viernes,15:00:00,18:00:00
CF3F3,FISICA MODERNA,A,Teoria,zoom153,"PETRICK CASAGRANDE,  SUSANA MARGARITA",Miercoles,14:00:00,16:00:00
CF3F3,FISICA MODERNA,A,Teoria,zoom153,"PETRICK CASAGRANDE,  SUSANA MARGARITA",Lunes,14:00:00,16:00:00
CF3F4,ELECTROMAGNETISMO I,A,Teoria,zoom163,"OCHOA JIMENEZ,  ROSENDO",Lunes,8:00:00,10:00:00
CF3F4,ELECTROMAGNETISMO I,A,Practica,zoom22,"ALTAMIRANO MACETAS,  ALEJANDRA",Lunes,14:00:00,18:00:00
CF3F4,ELECTROMAGNETISMO I,A,Teoria,zoom22,"OCHOA JIMENEZ,  ROSENDO",Martes,8:00:00,10:00:00
CF3F4,ELECTROMAGNETISMO I,A,Teoria,zoom160,"OCHOA JIMENEZ,  ROSENDO",Jueves,8:00:00,10:00:00
CF4D2,PROYECTO DE TESIS I,A,Teoria,zoom154,"TELLO GALVEZ,  JULIO CESAR",Sabado,20:00:00,22:00:00
CF4E1,LABORATORIO DE FISICA INTERMEDIA,A,Laboratorio,zoom335,"PUJADA BERMUDEZ,  BRAULIO RAFAEL",Martes,8:00:00,12:00:00
CF4E1,LABORATORIO DE FISICA INTERMEDIA,A,Laboratorio,zoom335,"PUJADA BERMUDEZ,  BRAULIO RAFAEL",Jueves,8:00:00,12:00:00
CF4E1,LABORATORIO DE FISICA INTERMEDIA,B,Laboratorio,zoom335,"PETRICK CASAGRANDE,  SUSANA MARGARITA",Miercoles,8:00:00,12:00:00
CF4E1,LABORATORIO DE FISICA INTERMEDIA,B,Laboratorio,zoom335,"PETRICK CASAGRANDE,  SUSANA MARGARITA",Viernes,8:00:00,12:00:00
CF4E1,LABORATORIO DE FISICA INTERMEDIA,C,Laboratorio,zoom335,"RUEDA RÁEZ,  LUIS DANIEL",Sabado,9:00:00,13:00:00
CF4E1,LABORATORIO DE FISICA INTERMEDIA,C,Laboratorio,zoom335,"RUEDA RÁEZ,  LUIS DANIEL",Miercoles,14:00:00,18:00:00
CF4E2,LABORATORIO DE FISICA AVANZADA,A,Laboratorio,zoom329,"VALERA PALACIOS,  ANIBAL ABEL",Miercoles,8:00:00,12:00:00
CF4E2,LABORATORIO DE FISICA AVANZADA,A,Laboratorio,zoom383,"VALERA PALACIOS,  ANIBAL ABEL",Lunes,8:00:00,12:00:00
CF4F1,TERMODINAMICA Y MECANICA ESTADISTICA,A,Teoria,zoom163,"LORO RAMIREZ,  HECTOR RAUL",Viernes,8:00:00,10:00:00
CF4F1,TERMODINAMICA Y MECANICA ESTADISTICA,A,Teoria,zoom162,"LORO RAMIREZ,  HECTOR RAUL",Lunes,8:00:00,10:00:00
CF4F1,TERMODINAMICA Y MECANICA ESTADISTICA,A,Teoria,zoom161,"LORO RAMIREZ,  HECTOR RAUL",Miercoles,8:00:00,10:00:00
CF4F1,TERMODINAMICA Y MECANICA ESTADISTICA,A,Practica,zoom383,"PAREDES CARLOS,  ANGEL JUVENCIO",Martes,14:00:00,18:00:00
CF4F2,FISICA ATOMICA Y MOLECULAR,A,Teoria,zoom160,"BELTRAN RAMIREZ,  JHOSEP VICTORINO",Jueves,10:00:00,12:00:00
CF4F2,FISICA ATOMICA Y MOLECULAR,A,Teoria,zoom159,"BELTRAN RAMIREZ,  JHOSEP VICTORINO",Martes,10:00:00,12:00:00
CF4F2,FISICA ATOMICA Y MOLECULAR,A,Practica,zoom23,"ALTAMIRANO MACETAS,  ALEJANDRA",Viernes,13:00:00,16:00:00
CF4F3,MECANICA CUANTICA II,A,Practica,zoom162,"DIAZ CHAVEZ,  HENRY",Viernes,14:00:00,18:00:00
CF4F3,MECANICA CUANTICA II,A,Teoria,zoom162,"TOVAR LANDEO,  RENATO",Viernes,10:00:00,12:00:00
CF4F3,MECANICA CUANTICA II,A,Teoria,zoom164,"TOVAR LANDEO,  RENATO",Miercoles,10:00:00,12:00:00
CF5D1,PROYECTO DE TESIS II,A,Teoria,zoom155,"TELLO GALVEZ,  JULIO CESAR",Sabado,20:00:00,22:00:00
CF5D2,PROYECTO DE TESIS III,A,Teoria,zoom156,"TELLO GALVEZ,  JULIO CESAR",Sabado,20:00:00,22:00:00
CF5F1,FISICA DEL ESTADO SOLIDO I,A,Teoria,zoom160,"LEON HILARIO,  LUDWIN MISAEL",Miercoles,16:00:00,18:00:00
CF5F1,FISICA DEL ESTADO SOLIDO I,A,Teoria,zoom91,"LEON HILARIO,  LUDWIN MISAEL",Lunes,16:00:00,18:00:00
CF5F1,FISICA DEL ESTADO SOLIDO I,A,Practica,zoom23,"CUSTODIO FERNANDEZ,  SANTIAGO ROSSEVELT",Viernes,16:00:00,20:00:00
CF5F3,FISICA NUCLEAR Y DE PARTICULAS,A,Practica,zoom91,"AMORETTI VIDAL,  JESUS ESTEBAN",Lunes,18:00:00,21:00:00
CF5F3,FISICA NUCLEAR Y DE PARTICULAS,A,Teoria,zoom93,"AMORETTI VIDAL,  JESUS ESTEBAN",Miercoles,18:00:00,20:00:00
CF5F3,FISICA NUCLEAR Y DE PARTICULAS,A,Teoria,zoom165,"AMORETTI VIDAL,  JESUS ESTEBAN",Jueves,18:00:00,20:00:00
CF5F3,FISICA NUCLEAR Y DE PARTICULAS,A,Teoria,zoom152,"AMORETTI VIDAL,  JESUS ESTEBAN",Martes,18:00:00,20:00:00
CH033,METODOLOGIA DE LA INVESTIGACION CIENTIFICA,A,Practica,zoom157,"SEGOVIA JUAREZ,  JOSE LUIS",Martes,19:00:00,21:00:00
CH033,METODOLOGIA DE LA INVESTIGACION CIENTIFICA,A,Teoria,zoom157,"SEGOVIA JUAREZ,  JOSE LUIS",Martes,18:00:00,19:00:00
CH061,BIOLOGIA,A,Teoria,zoom24,"GARCIA AVELINO,  PILAR",Viernes,17:00:00,19:00:00
CH061,BIOLOGIA,A,Laboratorio,zoom383,"GARCIA AVELINO,  PILAR",Martes,10:00:00,12:00:00
CH061,BIOLOGIA,B,Teoria,zoom24,"GARCIA AVELINO,  PILAR",Viernes,17:00:00,19:00:00
CH061,BIOLOGIA,B,Laboratorio,zoom25,"GARCIA AVELINO,  PILAR",Miercoles,12:00:00,14:00:00
CL002,INGLES I,A,Laboratorio,zoom162,"CCAHUANCAMA TRUJILLO,  CYNTIA",Lunes,19:00:00,22:00:00
CL002,INGLES I,A,Teoria,zoom162,"CCAHUANCAMA TRUJILLO,  CYNTIA",Lunes,18:00:00,19:00:00
CL002,INGLES I,B,Teoria,zoom154,"CCAHUANCAMA TRUJILLO,  CYNTIA",Martes,18:00:00,20:00:00
CL002,INGLES I,B,Laboratorio,zoom154,"CCAHUANCAMA TRUJILLO,  CYNTIA",Martes,20:00:00,22:00:00
CL002,INGLES I,C,Teoria,zoom157,"CCAHUANCAMA TRUJILLO,  CYNTIA",Miercoles,18:00:00,19:00:00
CL002,INGLES I,C,Laboratorio,zoom157,"CCAHUANCAMA TRUJILLO,  CYNTIA",Miercoles,19:00:00,22:00:00
CL002,INGLES I,D,Teoria,zoom89,"CCAHUANCAMA TRUJILLO,  CYNTIA",Jueves,13:00:00,14:00:00
CL002,INGLES I,D,Laboratorio,zoom89,"CCAHUANCAMA TRUJILLO,  CYNTIA",Jueves,14:00:00,17:00:00
CM039,ANALISIS ITERATIVOS MATRICIALES,A,Practica,zoom155,"JARA HUANCA,  FIDEL",Lunes,20:00:00,22:00:00
CM039,ANALISIS ITERATIVOS MATRICIALES,A,Teoria,zoom70,"ECHEGARAY CASTILLO,  WILLIAM CARLOS",Martes,18:00:00,20:00:00
CM039,ANALISIS ITERATIVOS MATRICIALES,A,Teoria,zoom25,"ECHEGARAY CASTILLO,  WILLIAM CARLOS",Jueves,18:00:00,20:00:00
CM090,INTRODUCCION A LOS ELEMENTOS FINITOS,A,Practica,zoom89,"MUNGUIA LA COTERA,  JONATHAN ALFREDO",Jueves,17:00:00,19:00:00
